Pokemon,Location,Available in HeartGold,Available in Soulsilver,Appears in Morning,Appears in Daytime,Appears in Nighttime,Rarity,Levels
Grimer,Route 18,Yes,Yes,Yes,Yes,Yes,Common,26-28
Muk,Route 18,Yes,Yes,Yes,Yes,No,Rare,30
Slugma,Route 18,Yes,Yes,Yes,Yes,Yes,Rare,27
Muk,Route 18,Yes,Yes,No,No,Yes,Uncommon,29-30
Plusle,Route 18,Yes,Yes,Yes,Yes,Yes,Uncommon,26-27
Minun,Route 18,Yes,Yes,Yes,Yes,Yes,Uncommon,28
Shinx,Route 18,Yes,Yes,Yes,Yes,Yes,Common,26-28
Hoothoot,Route 18,Yes,Yes,Yes,Yes,Yes,Limited,21-34
Ledyba,Route 18,No,Yes,Yes,Yes,Yes,Limited,21-27
Spinarak,Route 18,Yes,No,Yes,Yes,Yes,Limited,21-27
Wurmple,Route 18,Yes,Yes,Yes,Yes,Yes,Limited,21-30
Tentacool,Route 19,Yes,Yes,Yes,Yes,Yes,Common,30-35
Tentacruel,Route 19,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Clamperl,Route 19,Yes,Yes,Yes,Yes,Yes,Common,35
Krabby,Route 19,Yes,Yes,Yes,Yes,Yes,Common,24-27
Kingler,Route 19,Yes,Yes,Yes,Yes,Yes,Uncommon,28-31
Tentacool,Route 20,Yes,Yes,Yes,Yes,Yes,Common,30-35
Tentacruel,Route 20,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Shellder,Route 20,Yes,Yes,Yes,Yes,Yes,Common,40
Chinchou,Route 20,Yes,Yes,Yes,Yes,Yes,Common,40
Tentacruel,Route 20,Yes,Yes,Yes,Yes,Yes,Rare,40
Lanturn,Route 20,Yes,Yes,Yes,Yes,Yes,Rare,40
Tentacool,Route 20,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 20,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Route 20,Yes,Yes,Yes,Yes,Yes,Rare,20
Chinchou,Route 20,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Route 20,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Route 20,Yes,Yes,Yes,Yes,Yes,Rare,10
Tangela,Route 21,Yes,Yes,Yes,Yes,Yes,Common,20-30
Mr. Mime,Route 21,Yes,Yes,Yes,No,Yes,Rare,28
Mr. Mime,Route 21,Yes,Yes,No,Yes,No,Uncommon,28-30
Linoone,Route 21,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Whismur,Route 21,Yes,Yes,Yes,Yes,Yes,Uncommon,25-30
Bidoof,Route 21,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Buizel,Route 21,Yes,Yes,Yes,Yes,Yes,Uncommon,25-30
Tentacool,Route 21,Yes,Yes,Yes,Yes,Yes,Common,30-35
Tentacruel,Route 21,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Shellder,Route 21,Yes,Yes,Yes,Yes,Yes,Common,40
Chinchou,Route 21,Yes,Yes,Yes,Yes,Yes,Common,40
Tentacruel,Route 21,Yes,Yes,Yes,Yes,Yes,Rare,40
Lanturn,Route 21,Yes,Yes,Yes,Yes,Yes,Rare,40
Tentacool,Route 21,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 21,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Route 21,Yes,Yes,Yes,Yes,Yes,Rare,20
Chinchou,Route 21,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Route 21,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Route 21,Yes,Yes,Yes,Yes,Yes,Rare,10
Hoothoot,Route 21,Yes,Yes,Yes,Yes,Yes,Limited,21-34
Ledyba,Route 21,No,Yes,Yes,Yes,Yes,Limited,21-27
Spinarak,Route 21,Yes,No,Yes,Yes,Yes,Limited,21-27
Wurmple,Route 21,Yes,Yes,Yes,Yes,Yes,Limited,21-30
Rattata,Route 22,Yes,Yes,Yes,Yes,No,Common,3
Rattata,Route 22,Yes,Yes,No,No,Yes,Common,3-7
Spearow,Route 22,Yes,Yes,Yes,Yes,No,Common,3-5
Fearow,Route 22,Yes,Yes,Yes,Yes,No,Rare,7
Ponyta,Route 22,Yes,Yes,Yes,Yes,Yes,Rare,6
Doduo,Route 22,Yes,Yes,Yes,Yes,No,Uncommon,4
Linoone,Route 22,Yes,Yes,Yes,Yes,Yes,Uncommon,5
Whismur,Route 22,Yes,Yes,Yes,Yes,Yes,Uncommon,3
Bidoof,Route 22,Yes,Yes,Yes,Yes,Yes,Uncommon,5
Buizel,Route 22,Yes,Yes,Yes,Yes,Yes,Uncommon,3
Poliwag,Route 22,Yes,Yes,Yes,Yes,Yes,Common,5-10
Poliwhirl,Route 22,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Poliwag,Route 22,Yes,Yes,Yes,Yes,Yes,Common,40
Magikarp,Route 22,Yes,Yes,Yes,Yes,Yes,Rare,40
Poliwag,Route 22,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 22,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 22,Yes,Yes,Yes,Yes,Yes,Common,10
Poliwag,Route 22,Yes,Yes,Yes,Yes,Yes,Rare,10
Hoothoot,Route 22,Yes,Yes,Yes,Yes,Yes,Limited,2-19
Ledyba,Route 22,No,Yes,Yes,Yes,Yes,Limited,3-7
Spinarak,Route 22,Yes,No,Yes,Yes,Yes,Limited,3-7
Pineco,Route 22,Yes,Yes,Yes,Yes,Yes,Limited,2-17
Wurmple,Route 22,Yes,Yes,Yes,Yes,Yes,Limited,21-30
Oddish,Route 24,Yes,Yes,No,No,Yes,Common,10
Venonat,Route 24,Yes,Yes,No,No,Yes,Common,8
Bellsprout,Route 24,Yes,Yes,No,Yes,No,Common,8
Bellsprout,Route 24,Yes,Yes,Yes,No,No,Common,8-10
Sunkern,Route 24,Yes,Yes,No,Yes,No,Common,10
Venonat,Route 24,Yes,Yes,Yes,No,No,Rare,8
Venomoth,Route 24,Yes,Yes,No,No,Yes,Rare,14
Bellsprout,Route 24,Yes,Yes,No,No,Yes,Rare,8
Abra,Route 24,Yes,Yes,Yes,No,No,Uncommon,9
Abra,Route 24,Yes,Yes,No,Yes,Yes,Uncommon,10
Weepinbell,Route 24,Yes,Yes,Yes,Yes,No,Uncommon,12-14
Weepinbell,Route 24,Yes,Yes,No,No,Yes,Uncommon,12
Linoone,Route 24,Yes,Yes,Yes,Yes,Yes,Uncommon,9
Whismur,Route 24,Yes,Yes,Yes,Yes,Yes,Uncommon,8-10
Bidoof,Route 24,Yes,Yes,Yes,Yes,Yes,Uncommon,9
Buizel,Route 24,Yes,Yes,Yes,Yes,Yes,Uncommon,8-10
Goldeen,Route 24,Yes,Yes,Yes,Yes,Yes,Common,5-10
Seaking,Route 24,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Goldeen,Route 24,Yes,Yes,Yes,Yes,Yes,Common,40
Seaking,Route 24,Yes,Yes,Yes,Yes,Yes,Rare,40
Magikarp,Route 24,Yes,Yes,Yes,Yes,Yes,Rare,40
Goldeen,Route 24,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 24,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 24,Yes,Yes,Yes,Yes,Yes,Common,10
Goldeen,Route 24,Yes,Yes,Yes,Yes,Yes,Rare,10
Pidgey,Route 25,Yes,Yes,Yes,Yes,No,Common,8
Oddish,Route 25,Yes,Yes,No,No,Yes,Common,10
Venonat,Route 25,Yes,Yes,No,No,Yes,Common,8
Bellsprout,Route 25,Yes,Yes,Yes,Yes,No,Common,10
Pidgeotto,Route 25,Yes,Yes,Yes,Yes,No,Rare,10
Bellsprout,Route 25,Yes,Yes,No,No,Yes,Rare,14
Weepinbell,Route 25,Yes,Yes,No,No,Yes,Rare,10
Weepinbell,Route 25,Yes,Yes,Yes,Yes,No,Rare,14
Venonat,Route 25,Yes,Yes,Yes,Yes,No,Uncommon,10
Venomoth,Route 25,Yes,Yes,No,No,Yes,Uncommon,8
Abra,Route 25,Yes,Yes,Yes,Yes,Yes,Uncommon,9
Linoone,Route 25,Yes,Yes,Yes,Yes,Yes,Uncommon,8
Whismur,Route 25,Yes,Yes,Yes,Yes,Yes,Uncommon,8-10
Bidoof,Route 25,Yes,Yes,Yes,Yes,Yes,Uncommon,8
Buizel,Route 25,Yes,Yes,Yes,Yes,Yes,Uncommon,8-10
Buneary,Route 25,Yes,Yes,Yes,Yes,Yes,Common,8-10
Goldeen,Route 25,Yes,Yes,Yes,Yes,Yes,Common,5-10
Seaking,Route 25,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Goldeen,Route 25,Yes,Yes,Yes,Yes,Yes,Common,40
Seaking,Route 25,Yes,Yes,Yes,Yes,Yes,Rare,40
Magikarp,Route 25,Yes,Yes,Yes,Yes,Yes,Rare,40
Goldeen,Route 25,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 25,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 25,Yes,Yes,Yes,Yes,Yes,Common,10
Goldeen,Route 25,Yes,Yes,Yes,Yes,Yes,Rare,10
Suicune,Route 25,Yes,Yes,Yes,Yes,Yes,Limited,40
Hoothoot,Route 25,Yes,Yes,Yes,Yes,Yes,Limited,2-19
Combee,Route 25,Yes,Yes,Yes,Yes,Yes,Limited,10-20
Slakoth,Route 25,Yes,Yes,Yes,Yes,Yes,Limited,10-18
Raticate,Route 26,Yes,Yes,Yes,Yes,Yes,Common,28-30
Raticate,Route 26,No,Yes,No,No,Yes,Common,28
Sandslash,Route 26,Yes,No,Yes,Yes,Yes,Common,28
Doduo,Route 26,Yes,Yes,Yes,Yes,No,Common,28-30
Raticate,Route 26,Yes,No,Yes,Yes,No,Rare,30
Arbok,Route 26,No,Yes,Yes,Yes,Yes,Rare,30
Doduo,Route 26,No,Yes,No,No,Yes,Rare,30
Dodrio,Route 26,Yes,No,Yes,Yes,No,Rare,30
Ponyta,Route 26,Yes,Yes,Yes,Yes,Yes,Uncommon,32
Quagsire,Route 26,Yes,No,No,No,Yes,Uncommon,30
Linoone,Route 26,Yes,Yes,Yes,Yes,Yes,Uncommon,32
Whismur,Route 26,Yes,Yes,Yes,Yes,Yes,Uncommon,28
Bidoof,Route 26,Yes,Yes,Yes,Yes,Yes,Uncommon,32
Buizel,Route 26,Yes,Yes,Yes,Yes,Yes,Uncommon,28
Tentacool,Route 26,Yes,Yes,Yes,Yes,Yes,Common,25-30
Tentacruel,Route 26,Yes,Yes,Yes,Yes,Yes,Uncommon,30
Shellder,Route 26,Yes,Yes,Yes,Yes,Yes,Common,40
Chinchou,Route 26,Yes,Yes,Yes,Yes,Yes,Common,40
Tentacruel,Route 26,Yes,Yes,Yes,Yes,Yes,Rare,40
Lanturn,Route 26,Yes,Yes,Yes,Yes,Yes,Rare,40
Tentacool,Route 26,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 26,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Route 26,Yes,Yes,Yes,Yes,Yes,Rare,20
Chinchou,Route 26,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Route 26,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Route 26,Yes,Yes,Yes,Yes,Yes,Rare,10
Exeggcute,Route 26,Yes,Yes,Yes,Yes,Yes,Limited,28-32
Hoothoot,Route 26,Yes,Yes,Yes,Yes,Yes,Limited,21-34
Ledyba,Route 26,No,Yes,Yes,Yes,Yes,Limited,31-32
Spinarak,Route 26,Yes,No,Yes,Yes,Yes,Limited,31-32
Pineco,Route 26,Yes,Yes,Yes,Yes,Yes,Limited,28-29
Raticate,Route 27,Yes,No,Yes,Yes,Yes,Common,28-30
Arbok,Route 27,No,Yes,Yes,Yes,Yes,Common,28
Doduo,Route 27,Yes,Yes,Yes,Yes,No,Common,28-30
Quagsire,Route 27,Yes,Yes,No,No,Yes,Common,28-30
Sandslash,Route 27,Yes,No,Yes,Yes,Yes,Rare,20
Ponyta,Route 27,Yes,Yes,Yes,Yes,Yes,Rare,32
Dodrio,Route 27,No,Yes,Yes,Yes,No,Rare,30
Raticate,Route 27,No,Yes,Yes,Yes,Yes,Uncommon,30
Linoone,Route 27,Yes,Yes,Yes,Yes,Yes,Uncommon,30
Whismur,Route 27,Yes,Yes,Yes,Yes,Yes,Uncommon,28
Bidoof,Route 27,Yes,Yes,Yes,Yes,Yes,Uncommon,30
Buizel,Route 27,Yes,Yes,Yes,Yes,Yes,Uncommon,28
Tentacool,Route 27,Yes,Yes,Yes,Yes,Yes,Common,15-20
Tentacruel,Route 27,Yes,Yes,Yes,Yes,Yes,Uncommon,20
Luvdisc,Route 27,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Route 27,Yes,Yes,Yes,Yes,Yes,Common,40
Chinchou,Route 27,Yes,Yes,Yes,Yes,Yes,Common,40
Tentacruel,Route 27,Yes,Yes,Yes,Yes,Yes,Rare,40
Lanturn,Route 27,Yes,Yes,Yes,Yes,Yes,Rare,40
Tentacool,Route 27,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 27,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Route 27,Yes,Yes,Yes,Yes,Yes,Rare,20
Chinchou,Route 27,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Route 27,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Route 27,Yes,Yes,Yes,Yes,Yes,Rare,10
Exeggcute,Route 27,Yes,Yes,Yes,Yes,Yes,Limited,28-32
Hoothoot,Route 27,Yes,Yes,Yes,Yes,Yes,Limited,21-34
Ledyba,Route 27,No,Yes,Yes,Yes,Yes,Limited,31-32
Spinarak,Route 27,Yes,No,Yes,Yes,Yes,Limited,31-32
Pineco,Route 27,Yes,Yes,Yes,Yes,Yes,Limited,28-29
Ponyta,Route 28,Yes,Yes,Yes,Yes,Yes,Common,40
Tangela,Route 28,Yes,Yes,Yes,Yes,Yes,Common,39
Doduo,Route 28,Yes,Yes,Yes,Yes,No,Rare,41
Dodrio,Route 28,Yes,Yes,Yes,Yes,No,Rare,43
Rapidash,Route 28,Yes,Yes,No,No,Yes,Uncommon,41-43
Rapidash,Route 28,Yes,Yes,Yes,Yes,No,Uncommon,42
Sneasel,Route 28,Yes,Yes,No,No,Yes,Uncommon,42
Ursaring,Route 28,No,Yes,Yes,Yes,Yes,Uncommon,40
Donphan,Route 28,Yes,No,Yes,Yes,Yes,Uncommon,40
Linoone,Route 28,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Whismur,Route 28,Yes,Yes,Yes,Yes,Yes,Uncommon,39-40
Bidoof,Route 28,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Buizel,Route 28,Yes,Yes,Yes,Yes,Yes,Uncommon,39-40
Poliwag,Route 28,Yes,Yes,Yes,Yes,Yes,Common,35-40
Poliwhirl,Route 28,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Poliwag,Route 28,Yes,Yes,Yes,Yes,Yes,Common,40
Magikarp,Route 28,Yes,Yes,Yes,Yes,Yes,Rare,40
Poliwag,Route 28,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 28,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Route 28,Yes,Yes,Yes,Yes,Yes,Common,10
Poliwag,Route 28,Yes,Yes,Yes,Yes,Yes,Rare,10
Natu,Route 28,Yes,Yes,Yes,Yes,Yes,Limited,39-43
Aipom,Route 28,Yes,Yes,Yes,Yes,Yes,Limited,39-48
Heracross,Route 28,Yes,Yes,Yes,Yes,Yes,Limited,39-48
Grimer,Celadon City,Yes,Yes,Yes,Yes,Yes,Common,15-20
Muk,Celadon City,Yes,Yes,Yes,Yes,Yes,Uncommon,15
Heracross,Celadon City,Yes,Yes,Yes,Yes,Yes,Limited,11-17
Combee,Celadon City,Yes,Yes,Yes,Yes,Yes,Limited,10-20
Mr. Mime,Celadon City,Yes,Yes,Yes,Yes,Yes,Limited,15
Eevee,Celadon City,Yes,Yes,Yes,Yes,Yes,Limited,15
Porygon,Celadon City,Yes,Yes,Yes,Yes,Yes,Limited,15
Golbat,Cerulean Cave,Yes,Yes,No,No,Yes,Common,38-39
Persian,Cerulean Cave,No,Yes,No,No,Yes,Rare,39
Primeape,Cerulean Cave,Yes,No,No,No,Yes,Rare,39
Machoke,Cerulean Cave,Yes,Yes,No,No,Yes,Rare,39-40
Electrode,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,40
Wobbuffet,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,37
Golbat,Cerulean Cave,Yes,Yes,Yes,Yes,No,Uncommon,38
Parasect,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,38
Persian,Cerulean Cave,No,Yes,Yes,Yes,No,Uncommon,38-39
Primeape,Cerulean Cave,Yes,No,Yes,Yes,No,Uncommon,38-39
Machoke,Cerulean Cave,Yes,Yes,Yes,Yes,No,Uncommon,39-40
Magneton,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Ditto,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,39
Makuhita,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,39-40
Absol,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,38
Chingling,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,39-40
Bronzor,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,38
Psyduck,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,35-40
Golduck,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Poliwag,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,40
Poliwhirl,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,40
Gyarados,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Poliwag,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,20
Goldeen,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,10
Electrode,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,41
Wobbuffet,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,42
Golbat,Cerulean Cave,Yes,Yes,Yes,Yes,No,Uncommon,41
Golbat,Cerulean Cave,Yes,Yes,No,No,Yes,Uncommon,41-42
Parasect,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Kadabra,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,42
Machoke,Cerulean Cave,Yes,Yes,Yes,Yes,No,Uncommon,39-42
Machoke,Cerulean Cave,Yes,Yes,No,No,Yes,Uncommon,39
Magneton,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,41
Ditto,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,42
Makuhita,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,41-42
Absol,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,39-41
Chingling,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,41-42
Bronzor,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,39-41
Parasect,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,45-47
Electrode,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,46
Wobbuffet,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,49
Golbat,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,47
Kadabra,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,46
Machoke,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,45
Magneton,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,45-47
Ditto,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,45
Makuhita,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,45
Absol,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,45-47
Chingling,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,45
Bronzor,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,45-47
Psyduck,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,35-40
Golduck,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Poliwag,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,40
Poliwhirl,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,40
Gyarados,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,40
Poliwag,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,20
Goldeen,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Common,10
Mewtwo,Cerulean Cave,Yes,Yes,Yes,Yes,Yes,Limited,70
Goldeen,Cerulean City,Yes,Yes,Yes,Yes,Yes,Common,5-10
Seaking,Cerulean City,Yes,Yes,Yes,Yes,Yes,Uncommon,10
Goldeen,Cerulean City,Yes,Yes,Yes,Yes,Yes,Common,40
Seaking,Cerulean City,Yes,Yes,Yes,Yes,Yes,Rare,40
Magikarp,Cerulean City,Yes,Yes,Yes,Yes,Yes,Rare,40
Goldeen,Cerulean City,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Cerulean City,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Cerulean City,Yes,Yes,Yes,Yes,Yes,Common,10
Goldeen,Cerulean City,Yes,Yes,Yes,Yes,Yes,Rare,10
Hoothoot,Cerulean City,Yes,Yes,Yes,Yes,Yes,Limited,2-19
Pineco,Cerulean City,Yes,Yes,Yes,Yes,Yes,Limited,2-17
Combee,Cerulean City,Yes,Yes,Yes,Yes,Yes,Limited,10-20
Tentacool,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Common,30-35
Tentacruel,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Shellder,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Common,40
Chinchou,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Common,40
Tentacruel,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Rare,40
Lanturn,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Rare,40
Tentacool,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Rare,20
Chinchou,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Cinnabar Island,Yes,Yes,Yes,Yes,Yes,Rare,10
Diglett,Digletts Cave,Yes,Yes,Yes,Yes,Yes,Common,13-19
Dugtrio,Digletts Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,19-29
Makuhita,Digletts Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,19
Absol,Digletts Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,15-17
Chingling,Digletts Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,19
Bronzor,Digletts Cave,Yes,Yes,Yes,Yes,Yes,Uncommon,15-17
Rhyhorn,Digletts Cave,Yes,Yes,Yes,Yes,Yes,Limited,—
Magikarp,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Common,10-20
Magikarp,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Common,40
Gyarados,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Common,40
Magikarp,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Common,20
Gyarados,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Common,10
Hoothoot,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Limited,21-34
Ledyba,Fuchsia City,No,Yes,Yes,Yes,Yes,Limited,21-27
Spinarak,Fuchsia City,Yes,No,Yes,Yes,Yes,Limited,21-27
Wurmple,Fuchsia City,Yes,Yes,Yes,Yes,Yes,Limited,21-30
Zubat,Mt Moon,Yes,No,Yes,Yes,Yes,Common,6
Zubat,Mt Moon,No,Yes,Yes,Yes,Yes,Common,6-8
Geodude,Mt Moon,No,Yes,Yes,Yes,Yes,Common,6-10
Geodude,Mt Moon,Yes,No,Yes,Yes,Yes,Common,8
Sandslash,Mt Moon,Yes,No,Yes,Yes,Yes,Rare,10
Clefairy,Mt Moon,Yes,Yes,Yes,Yes,Yes,Rare,8
Sandshrew,Mt Moon,Yes,No,Yes,Yes,Yes,Uncommon,8
Paras,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,12
Makuhita,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,8
Absol,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,6-8
Chingling,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,8
Bronzor,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,6-8
Zubat,Mt Moon,Yes,No,Yes,Yes,Yes,Common,6
Zubat,Mt Moon,No,Yes,Yes,Yes,Yes,Common,6-8
Geodude,Mt Moon,No,Yes,Yes,Yes,Yes,Common,6-10
Geodude,Mt Moon,Yes,No,Yes,Yes,Yes,Common,8
Sandslash,Mt Moon,Yes,No,Yes,Yes,Yes,Rare,10
Clefairy,Mt Moon,Yes,Yes,Yes,Yes,Yes,Rare,8
Sandshrew,Mt Moon,Yes,No,Yes,Yes,Yes,Uncommon,8
Paras,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,12
Makuhita,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,8
Absol,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,6-8
Chingling,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,8
Bronzor,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,6-8
Poliwag,Mt Moon,Yes,Yes,Yes,Yes,Yes,Common,35
Magikarp,Mt Moon,Yes,Yes,Yes,Yes,Yes,Common,30-35
Poliwag,Mt Moon,Yes,Yes,Yes,Yes,Yes,Common,40
Magikarp,Mt Moon,Yes,Yes,Yes,Yes,Yes,Common,20
Poliwag,Mt Moon,Yes,Yes,Yes,Yes,Yes,Uncommon,20
Magikarp,Mt Moon,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,30-35
Tentacruel,Pallet Town,Yes,Yes,Yes,Yes,Yes,Uncommon,35
Shellder,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,40
Chinchou,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,40
Tentacruel,Pallet Town,Yes,Yes,Yes,Yes,Yes,Rare,40
Lanturn,Pallet Town,Yes,Yes,Yes,Yes,Yes,Rare,40
Tentacool,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,20
Magikarp,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,20
Shellder,Pallet Town,Yes,Yes,Yes,Yes,Yes,Rare,20
Chinchou,Pallet Town,Yes,Yes,Yes,Yes,Yes,Rare,20
Magikarp,Pallet Town,Yes,Yes,Yes,Yes,Yes,Common,10
Tentacool,Pallet Town,Yes,Yes,Yes,Yes,Yes,Rare,10
